"Date.as.of","Start.Date","End.Date","State","County.name","FIPS.County.Code","Urban.Rural.Code","Deaths.involving.COVID.19","Deaths.from.All.Causes","Footnote"
"12/08/2021","01/01/2020","12/04/2021","AK","Aleutians East Borough",2013,"Noncore",NA,15,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AK","Anchorage Municipality",2020,"Medium metro",510,4685,""
"12/08/2021","01/01/2020","12/04/2021","AK","Bethel Census Area",2050,"Noncore",26,227,""
"12/08/2021","01/01/2020","12/04/2021","AK","Denali Borough",2068,"Noncore",NA,12,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AK","Dillingham Census Area",2070,"Noncore",NA,56,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AK","Fairbanks North Star Borough",2090,"Small metro",134,1117,""
"12/08/2021","01/01/2020","12/04/2021","AK","Hoonah-Angoon Census Area",2105,"Noncore",NA,29,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AK","Juneau City and Borough",2110,"Micropolitan",NA,333,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AK","Kenai Peninsula Borough",2122,"Noncore",55,779,""
"12/08/2021","01/01/2020","12/04/2021","AK","Ketchikan Gateway Borough",2130,"Micropolitan",10,188,""
"12/08/2021","01/01/2020","12/04/2021","AK","Kodiak Island Borough",2150,"Noncore",NA,140,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AK","Matanuska-Susitna Borough",2170,"Medium metro",153,1347,""
"12/08/2021","01/01/2020","12/04/2021","AK","Nome Census Area",2180,"Noncore",NA,119,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AK","North Slope Borough",2185,"Noncore",NA,72,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AK","Northwest Arctic Borough",2188,"Noncore",NA,84,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AK","Prince of Wales-Hyder Census Area",2198,"Noncore",NA,87,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AK","Sitka City and Borough",2220,"Noncore",NA,112,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AK","Southeast Fairbanks Census Area",2240,"Noncore",NA,70,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AK","Valdez-Cordova Census Area",2261,"Noncore",NA,92,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AK","Wade Hampton Census Area",2270,"Noncore",NA,86,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AL","Autauga County",1001,"Medium metro",130,1020,""
"12/08/2021","01/01/2020","12/04/2021","AL","Baldwin County",1003,"Small metro",517,4746,""
"12/08/2021","01/01/2020","12/04/2021","AL","Barbour County",1005,"Noncore",59,534,""
"12/08/2021","01/01/2020","12/04/2021","AL","Bibb County",1007,"Large fringe metro",40,384,""
"12/08/2021","01/01/2020","12/04/2021","AL","Blount County",1009,"Large fringe metro",67,974,""
"12/08/2021","01/01/2020","12/04/2021","AL","Bullock County",1011,"Noncore",NA,193,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AL","Butler County",1013,"Noncore",61,476,""
"12/08/2021","01/01/2020","12/04/2021","AL","Calhoun County",1015,"Small metro",492,3313,""
"12/08/2021","01/01/2020","12/04/2021","AL","Chambers County",1017,"Micropolitan",44,706,""
"12/08/2021","01/01/2020","12/04/2021","AL","Cherokee County",1019,"Noncore",26,557,""
"12/08/2021","01/01/2020","12/04/2021","AL","Chilton County",1021,"Large fringe metro",54,796,""
"12/08/2021","01/01/2020","12/04/2021","AL","Choctaw County",1023,"Noncore",18,239,""
"12/08/2021","01/01/2020","12/04/2021","AL","Clarke County",1025,"Noncore",24,553,""
"12/08/2021","01/01/2020","12/04/2021","AL","Clay County",1027,"Noncore",42,373,""
"12/08/2021","01/01/2020","12/04/2021","AL","Cleburne County",1029,"Noncore",22,281,""
"12/08/2021","01/01/2020","12/04/2021","AL","Coffee County",1031,"Micropolitan",158,1095,""
"12/08/2021","01/01/2020","12/04/2021","AL","Colbert County",1033,"Small metro",248,1469,""
"12/08/2021","01/01/2020","12/04/2021","AL","Conecuh County",1035,"Noncore",28,268,""
"12/08/2021","01/01/2020","12/04/2021","AL","Coosa County",1037,"Micropolitan",NA,167,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AL","Covington County",1039,"Noncore",194,1170,""
"12/08/2021","01/01/2020","12/04/2021","AL","Crenshaw County",1041,"Noncore",41,364,""
"12/08/2021","01/01/2020","12/04/2021","AL","Cullman County",1043,"Micropolitan",318,2306,""
"12/08/2021","01/01/2020","12/04/2021","AL","Dale County",1045,"Micropolitan",108,928,""
"12/08/2021","01/01/2020","12/04/2021","AL","Dallas County",1047,"Micropolitan",159,1033,""
"12/08/2021","01/01/2020","12/04/2021","AL","DeKalb County",1049,"Noncore",164,1509,""
"12/08/2021","01/01/2020","12/04/2021","AL","Elmore County",1051,"Medium metro",75,1341,""
"12/08/2021","01/01/2020","12/04/2021","AL","Escambia County",1053,"Noncore",120,866,""
"12/08/2021","01/01/2020","12/04/2021","AL","Etowah County",1055,"Small metro",560,3474,""
"12/08/2021","01/01/2020","12/04/2021","AL","Fayette County",1057,"Noncore",37,335,""
"12/08/2021","01/01/2020","12/04/2021","AL","Franklin County",1059,"Noncore",42,632,""
"12/08/2021","01/01/2020","12/04/2021","AL","Geneva County",1061,"Small metro",80,698,""
"12/08/2021","01/01/2020","12/04/2021","AL","Greene County",1063,"Noncore",NA,149,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AL","Hale County",1065,"Small metro",21,294,""
"12/08/2021","01/01/2020","12/04/2021","AL","Henry County",1067,"Small metro",NA,289,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AL","Houston County",1069,"Small metro",844,4325,""
"12/08/2021","01/01/2020","12/04/2021","AL","Jackson County",1071,"Micropolitan",121,1318,""
"12/08/2021","01/01/2020","12/04/2021","AL","Jefferson County",1073,"Large central metro",3030,22039,""
"12/08/2021","01/01/2020","12/04/2021","AL","Lamar County",1075,"Noncore",14,235,""
"12/08/2021","01/01/2020","12/04/2021","AL","Lauderdale County",1077,"Small metro",380,3035,""
"12/08/2021","01/01/2020","12/04/2021","AL","Lawrence County",1079,"Small metro",36,661,""
"12/08/2021","01/01/2020","12/04/2021","AL","Lee County",1081,"Small metro",437,2688,""
"12/08/2021","01/01/2020","12/04/2021","AL","Limestone County",1083,"Medium metro",169,1722,""
"12/08/2021","01/01/2020","12/04/2021","AL","Lowndes County",1085,"Medium metro",11,169,""
"12/08/2021","01/01/2020","12/04/2021","AL","Macon County",1087,"Noncore",14,301,""
"12/08/2021","01/01/2020","12/04/2021","AL","Madison County",1089,"Medium metro",1023,8962,""
"12/08/2021","01/01/2020","12/04/2021","AL","Marengo County",1091,"Noncore",96,578,""
"12/08/2021","01/01/2020","12/04/2021","AL","Marion County",1093,"Noncore",97,791,""
"12/08/2021","01/01/2020","12/04/2021","AL","Marshall County",1095,"Micropolitan",310,2606,""
"12/08/2021","01/01/2020","12/04/2021","AL","Mobile County",1097,"Medium metro",1584,11678,""
"12/08/2021","01/01/2020","12/04/2021","AL","Monroe County",1099,"Noncore",50,489,""
"12/08/2021","01/01/2020","12/04/2021","AL","Montgomery County",1101,"Medium metro",1196,6857,""
"12/08/2021","01/01/2020","12/04/2021","AL","Morgan County",1103,"Small metro",347,2876,""
"12/08/2021","01/01/2020","12/04/2021","AL","Perry County",1105,"Noncore",12,156,""
"12/08/2021","01/01/2020","12/04/2021","AL","Pickens County",1107,"Small metro",20,328,""
"12/08/2021","01/01/2020","12/04/2021","AL","Pike County",1109,"Micropolitan",89,636,""
"12/08/2021","01/01/2020","12/04/2021","AL","Randolph County",1111,"Noncore",20,423,""
"12/08/2021","01/01/2020","12/04/2021","AL","Russell County",1113,"Medium metro",70,830,""
"12/08/2021","01/01/2020","12/04/2021","AL","St. Clair County",1115,"Large fringe metro",151,1653,""
"12/08/2021","01/01/2020","12/04/2021","AL","Shelby County",1117,"Large fringe metro",254,2889,""
"12/08/2021","01/01/2020","12/04/2021","AL","Sumter County",1119,"Noncore",11,224,""
"12/08/2021","01/01/2020","12/04/2021","AL","Talladega County",1121,"Micropolitan",225,1912,""
"12/08/2021","01/01/2020","12/04/2021","AL","Tallapoosa County",1123,"Noncore",144,1132,""
"12/08/2021","01/01/2020","12/04/2021","AL","Tuscaloosa County",1125,"Small metro",849,5086,""
"12/08/2021","01/01/2020","12/04/2021","AL","Walker County",1127,"Large fringe metro",280,2088,""
"12/08/2021","01/01/2020","12/04/2021","AL","Washington County",1129,"Noncore",17,264,""
"12/08/2021","01/01/2020","12/04/2021","AL","Wilcox County",1131,"Noncore",12,187,""
"12/08/2021","01/01/2020","12/04/2021","AL","Winston County",1133,"Noncore",52,553,""
"12/08/2021","01/01/2020","12/04/2021","AR","Arkansas County",5001,"Noncore",19,445,""
"12/08/2021","01/01/2020","12/04/2021","AR","Ashley County",5003,"Noncore",17,388,""
"12/08/2021","01/01/2020","12/04/2021","AR","Baxter County",5005,"Micropolitan",282,1957,""
"12/08/2021","01/01/2020","12/04/2021","AR","Benton County",5007,"Medium metro",716,4281,""
"12/08/2021","01/01/2020","12/04/2021","AR","Boone County",5009,"Micropolitan",113,932,""
"12/08/2021","01/01/2020","12/04/2021","AR","Bradley County",5011,"Noncore",22,201,""
"12/08/2021","01/01/2020","12/04/2021","AR","Calhoun County",5013,"Micropolitan",NA,74,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AR","Carroll County",5015,"Noncore",25,438,""
"12/08/2021","01/01/2020","12/04/2021","AR","Chicot County",5017,"Noncore",24,232,""
"12/08/2021","01/01/2020","12/04/2021","AR","Clark County",5019,"Micropolitan",31,426,""
"12/08/2021","01/01/2020","12/04/2021","AR","Clay County",5021,"Noncore",37,362,""
"12/08/2021","01/01/2020","12/04/2021","AR","Cleburne County",5023,"Noncore",38,559,""
"12/08/2021","01/01/2020","12/04/2021","AR","Cleveland County",5025,"Small metro",10,141,""
"12/08/2021","01/01/2020","12/04/2021","AR","Columbia County",5027,"Micropolitan",69,521,""
"12/08/2021","01/01/2020","12/04/2021","AR","Conway County",5029,"Noncore",10,368,""
"12/08/2021","01/01/2020","12/04/2021","AR","Craighead County",5031,"Small metro",830,4705,""
"12/08/2021","01/01/2020","12/04/2021","AR","Crawford County",5033,"Medium metro",50,944,""
"12/08/2021","01/01/2020","12/04/2021","AR","Crittenden County",5035,"Large fringe metro",52,751,""
"12/08/2021","01/01/2020","12/04/2021","AR","Cross County",5037,"Noncore",23,348,""
"12/08/2021","01/01/2020","12/04/2021","AR","Dallas County",5039,"Noncore",16,181,""
"12/08/2021","01/01/2020","12/04/2021","AR","Desha County",5041,"Noncore",12,221,""
"12/08/2021","01/01/2020","12/04/2021","AR","Drew County",5043,"Noncore",22,403,""
"12/08/2021","01/01/2020","12/04/2021","AR","Faulkner County",5045,"Medium metro",339,2394,""
"12/08/2021","01/01/2020","12/04/2021","AR","Franklin County",5047,"Noncore",26,352,""
"12/08/2021","01/01/2020","12/04/2021","AR","Fulton County",5049,"Noncore",44,355,""
"12/08/2021","01/01/2020","12/04/2021","AR","Garland County",5051,"Small metro",584,3971,""
"12/08/2021","01/01/2020","12/04/2021","AR","Grant County",5053,"Medium metro",17,272,""
"12/08/2021","01/01/2020","12/04/2021","AR","Greene County",5055,"Micropolitan",70,814,""
"12/08/2021","01/01/2020","12/04/2021","AR","Hempstead County",5057,"Noncore",27,353,""
"12/08/2021","01/01/2020","12/04/2021","AR","Hot Spring County",5059,"Micropolitan",24,595,""
"12/08/2021","01/01/2020","12/04/2021","AR","Howard County",5061,"Noncore",28,286,""
"12/08/2021","01/01/2020","12/04/2021","AR","Independence County",5063,"Micropolitan",247,1281,""
"12/08/2021","01/01/2020","12/04/2021","AR","Izard County",5065,"Noncore",27,324,""
"12/08/2021","01/01/2020","12/04/2021","AR","Jackson County",5067,"Noncore",15,327,""
"12/08/2021","01/01/2020","12/04/2021","AR","Jefferson County",5069,"Small metro",243,1841,""
"12/08/2021","01/01/2020","12/04/2021","AR","Johnson County",5071,"Noncore",41,438,""
"12/08/2021","01/01/2020","12/04/2021","AR","Lafayette County",5073,"Noncore",NA,113,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AR","Lawrence County",5075,"Noncore",22,285,""
"12/08/2021","01/01/2020","12/04/2021","AR","Lee County",5077,"Noncore",13,176,""
"12/08/2021","01/01/2020","12/04/2021","AR","Lincoln County",5079,"Small metro",15,174,""
"12/08/2021","01/01/2020","12/04/2021","AR","Little River County",5081,"Small metro",37,276,""
"12/08/2021","01/01/2020","12/04/2021","AR","Logan County",5083,"Noncore",28,445,""
"12/08/2021","01/01/2020","12/04/2021","AR","Lonoke County",5085,"Medium metro",45,905,""
"12/08/2021","01/01/2020","12/04/2021","AR","Madison County",5087,"Medium metro",NA,229,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AR","Marion County",5089,"Noncore",30,376,""
"12/08/2021","01/01/2020","12/04/2021","AR","Miller County",5091,"Small metro",26,629,""
"12/08/2021","01/01/2020","12/04/2021","AR","Mississippi County",5093,"Micropolitan",46,732,""
"12/08/2021","01/01/2020","12/04/2021","AR","Monroe County",5095,"Noncore",NA,111,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AR","Montgomery County",5097,"Noncore",16,185,""
"12/08/2021","01/01/2020","12/04/2021","AR","Nevada County",5099,"Noncore",12,145,""
"12/08/2021","01/01/2020","12/04/2021","AR","Newton County",5101,"Micropolitan",20,163,""
"12/08/2021","01/01/2020","12/04/2021","AR","Ouachita County",5103,"Micropolitan",63,576,""
"12/08/2021","01/01/2020","12/04/2021","AR","Perry County",5105,"Medium metro",NA,147,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AR","Phillips County",5107,"Micropolitan",31,375,""
"12/08/2021","01/01/2020","12/04/2021","AR","Pike County",5109,"Noncore",13,170,""
"12/08/2021","01/01/2020","12/04/2021","AR","Poinsett County",5111,"Small metro",18,327,""
"12/08/2021","01/01/2020","12/04/2021","AR","Polk County",5113,"Noncore",94,498,""
"12/08/2021","01/01/2020","12/04/2021","AR","Pope County",5115,"Micropolitan",115,1365,""
"12/08/2021","01/01/2020","12/04/2021","AR","Prairie County",5117,"Noncore",NA,168,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AR","Pulaski County",5119,"Medium metro",1888,14277,""
"12/08/2021","01/01/2020","12/04/2021","AR","Randolph County",5121,"Noncore",29,336,""
"12/08/2021","01/01/2020","12/04/2021","AR","St. Francis County",5123,"Micropolitan",16,374,""
"12/08/2021","01/01/2020","12/04/2021","AR","Saline County",5125,"Medium metro",199,2052,""
"12/08/2021","01/01/2020","12/04/2021","AR","Scott County",5127,"Noncore",18,246,""
"12/08/2021","01/01/2020","12/04/2021","AR","Searcy County",5129,"Noncore",13,170,""
"12/08/2021","01/01/2020","12/04/2021","AR","Sebastian County",5131,"Medium metro",796,5017,""
"12/08/2021","01/01/2020","12/04/2021","AR","Sevier County",5133,"Noncore",NA,216,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AR","Sharp County",5135,"Noncore",18,407,""
"12/08/2021","01/01/2020","12/04/2021","AR","Stone County",5137,"Noncore",18,311,""
"12/08/2021","01/01/2020","12/04/2021","AR","Union County",5139,"Micropolitan",127,1132,""
"12/08/2021","01/01/2020","12/04/2021","AR","Van Buren County",5141,"Noncore",11,367,""
"12/08/2021","01/01/2020","12/04/2021","AR","Washington County",5143,"Medium metro",681,5108,""
"12/08/2021","01/01/2020","12/04/2021","AR","White County",5145,"Micropolitan",262,2100,""
"12/08/2021","01/01/2020","12/04/2021","AR","Woodruff County",5147,"Noncore",NA,128,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AR","Yell County",5149,"Micropolitan",34,346,""
"12/08/2021","01/01/2020","12/04/2021","AZ","Apache County",4001,"Noncore",135,1136,""
"12/08/2021","01/01/2020","12/04/2021","AZ","Cochise County",4003,"Small metro",183,2298,""
"12/08/2021","01/01/2020","12/04/2021","AZ","Coconino County",4005,"Small metro",339,2552,""
"12/08/2021","01/01/2020","12/04/2021","AZ","Gila County",4007,"Micropolitan",155,1475,""
"12/08/2021","01/01/2020","12/04/2021","AZ","Graham County",4009,"Micropolitan",84,684,""
"12/08/2021","01/01/2020","12/04/2021","AZ","Greenlee County",4011,"Noncore",NA,91,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","AZ","La Paz County",4012,"Noncore",32,511,""
"12/08/2021","01/01/2020","12/04/2021","AZ","Maricopa County",4013,"Large central metro",13376,88280,""
"12/08/2021","01/01/2020","12/04/2021","AZ","Mohave County",4015,"Small metro",889,7441,""
"12/08/2021","01/01/2020","12/04/2021","AZ","Navajo County",4017,"Micropolitan",272,2240,""
"12/08/2021","01/01/2020","12/04/2021","AZ","Pima County",4019,"Medium metro",3344,25663,""
"12/08/2021","01/01/2020","12/04/2021","AZ","Pinal County",4021,"Large fringe metro",482,5568,""
"12/08/2021","01/01/2020","12/04/2021","AZ","Santa Cruz County",4023,"Micropolitan",25,478,""
"12/08/2021","01/01/2020","12/04/2021","AZ","Yavapai County",4025,"Small metro",669,6765,""
"12/08/2021","01/01/2020","12/04/2021","AZ","Yuma County",4027,"Small metro",838,4260,""
"12/08/2021","01/01/2020","12/04/2021","CA","Alameda County",6001,"Large central metro",1727,21680,""
"12/08/2021","01/01/2020","12/04/2021","CA","Amador County",6005,"Noncore",77,816,""
"12/08/2021","01/01/2020","12/04/2021","CA","Butte County",6007,"Small metro",478,4771,""
"12/08/2021","01/01/2020","12/04/2021","CA","Calaveras County",6009,"Noncore",33,782,""
"12/08/2021","01/01/2020","12/04/2021","CA","Colusa County",6011,"Noncore",25,232,""
"12/08/2021","01/01/2020","12/04/2021","CA","Contra Costa County",6013,"Large fringe metro",1020,16355,""
"12/08/2021","01/01/2020","12/04/2021","CA","Del Norte County",6015,"Micropolitan",43,597,""
"12/08/2021","01/01/2020","12/04/2021","CA","El Dorado County",6017,"Large fringe metro",155,2872,""
"12/08/2021","01/01/2020","12/04/2021","CA","Fresno County",6019,"Medium metro",2386,17665,""
"12/08/2021","01/01/2020","12/04/2021","CA","Glenn County",6021,"Noncore",41,407,""
"12/08/2021","01/01/2020","12/04/2021","CA","Humboldt County",6023,"Micropolitan",115,2633,""
"12/08/2021","01/01/2020","12/04/2021","CA","Imperial County",6025,"Small metro",636,2680,""
"12/08/2021","01/01/2020","12/04/2021","CA","Inyo County",6027,"Noncore",35,388,""
"12/08/2021","01/01/2020","12/04/2021","CA","Kern County",6029,"Medium metro",1939,14426,""
"12/08/2021","01/01/2020","12/04/2021","CA","Kings County",6031,"Small metro",466,2182,""
"12/08/2021","01/01/2020","12/04/2021","CA","Lake County",6033,"Micropolitan",84,1300,""
"12/08/2021","01/01/2020","12/04/2021","CA","Lassen County",6035,"Micropolitan",35,395,""
"12/08/2021","01/01/2020","12/04/2021","CA","Los Angeles County",6037,"Large central metro",25491,156680,""
"12/08/2021","01/01/2020","12/04/2021","CA","Madera County",6039,"Small metro",288,2060,""
"12/08/2021","01/01/2020","12/04/2021","CA","Marin County",6041,"Large fringe metro",227,4116,""
"12/08/2021","01/01/2020","12/04/2021","CA","Mariposa County",6043,"Noncore",NA,262,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CA","Mendocino County",6045,"Micropolitan",91,1732,""
"12/08/2021","01/01/2020","12/04/2021","CA","Merced County",6047,"Medium metro",424,3265,""
"12/08/2021","01/01/2020","12/04/2021","CA","Modoc County",6049,"Noncore",12,187,""
"12/08/2021","01/01/2020","12/04/2021","CA","Mono County",6051,"Noncore",NA,88,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CA","Monterey County",6053,"Medium metro",615,5704,""
"12/08/2021","01/01/2020","12/04/2021","CA","Napa County",6055,"Small metro",126,2526,""
"12/08/2021","01/01/2020","12/04/2021","CA","Nevada County",6057,"Micropolitan",130,2036,""
"12/08/2021","01/01/2020","12/04/2021","CA","Orange County",6059,"Large central metro",6715,48053,""
"12/08/2021","01/01/2020","12/04/2021","CA","Placer County",6061,"Large fringe metro",765,8395,""
"12/08/2021","01/01/2020","12/04/2021","CA","Plumas County",6063,"Noncore",11,323,""
"12/08/2021","01/01/2020","12/04/2021","CA","Riverside County",6065,"Large central metro",6284,40500,""
"12/08/2021","01/01/2020","12/04/2021","CA","Sacramento County",6067,"Large central metro",2432,26745,""
"12/08/2021","01/01/2020","12/04/2021","CA","San Benito County",6069,"Large fringe metro",62,639,""
"12/08/2021","01/01/2020","12/04/2021","CA","San Bernardino County",6071,"Large fringe metro",6625,37507,""
"12/08/2021","01/01/2020","12/04/2021","CA","San Diego County",6073,"Large central metro",5287,50068,""
"12/08/2021","01/01/2020","12/04/2021","CA","San Francisco County",6075,"Large central metro",638,12823,""
"12/08/2021","01/01/2020","12/04/2021","CA","San Joaquin County",6077,"Medium metro",1865,12781,""
"12/08/2021","01/01/2020","12/04/2021","CA","San Luis Obispo County",6079,"Medium metro",324,4655,""
"12/08/2021","01/01/2020","12/04/2021","CA","San Mateo County",6081,"Large fringe metro",664,9488,""
"12/08/2021","01/01/2020","12/04/2021","CA","Santa Barbara County",6083,"Medium metro",647,7007,""
"12/08/2021","01/01/2020","12/04/2021","CA","Santa Clara County",6085,"Large central metro",2088,23195,""
"12/08/2021","01/01/2020","12/04/2021","CA","Santa Cruz County",6087,"Medium metro",296,3586,""
"12/08/2021","01/01/2020","12/04/2021","CA","Shasta County",6089,"Small metro",515,5277,""
"12/08/2021","01/01/2020","12/04/2021","CA","Sierra County",6091,"Noncore",NA,42,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CA","Siskiyou County",6093,"Noncore",57,1098,""
"12/08/2021","01/01/2020","12/04/2021","CA","Solano County",6095,"Medium metro",571,7248,""
"12/08/2021","01/01/2020","12/04/2021","CA","Sonoma County",6097,"Medium metro",524,8634,""
"12/08/2021","01/01/2020","12/04/2021","CA","Stanislaus County",6099,"Medium metro",1971,11910,""
"12/08/2021","01/01/2020","12/04/2021","CA","Sutter County",6101,"Small metro",72,1174,""
"12/08/2021","01/01/2020","12/04/2021","CA","Tehama County",6103,"Micropolitan",134,1245,""
"12/08/2021","01/01/2020","12/04/2021","CA","Trinity County",6105,"Noncore",NA,218,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CA","Tulare County",6107,"Medium metro",1211,7219,""
"12/08/2021","01/01/2020","12/04/2021","CA","Tuolumne County",6109,"Micropolitan",149,1419,""
"12/08/2021","01/01/2020","12/04/2021","CA","Ventura County",6111,"Medium metro",1261,12545,""
"12/08/2021","01/01/2020","12/04/2021","CA","Yolo County",6113,"Large fringe metro",217,2441,""
"12/08/2021","01/01/2020","12/04/2021","CA","Yuba County",6115,"Small metro",211,1690,""
"12/08/2021","01/01/2020","12/04/2021","CO","Adams County",8001,"Large fringe metro",1137,8381,""
"12/08/2021","01/01/2020","12/04/2021","CO","Alamosa County",8003,"Noncore",58,328,""
"12/08/2021","01/01/2020","12/04/2021","CO","Arapahoe County",8005,"Large fringe metro",1042,9504,""
"12/08/2021","01/01/2020","12/04/2021","CO","Archuleta County",8007,"Noncore",NA,201,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Baca County",8009,"Noncore",NA,127,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Bent County",8011,"Noncore",15,112,""
"12/08/2021","01/01/2020","12/04/2021","CO","Boulder County",8013,"Medium metro",482,4974,""
"12/08/2021","01/01/2020","12/04/2021","CO","Broomfield County",8014,"Large fringe metro",55,623,""
"12/08/2021","01/01/2020","12/04/2021","CO","Chaffee County",8015,"Noncore",33,335,""
"12/08/2021","01/01/2020","12/04/2021","CO","Cheyenne County",8017,"Noncore",NA,38,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Clear Creek County",8019,"Large fringe metro",NA,96,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Conejos County",8021,"Noncore",16,157,""
"12/08/2021","01/01/2020","12/04/2021","CO","Crowley County",8025,"Noncore",12,84,""
"12/08/2021","01/01/2020","12/04/2021","CO","Custer County",8027,"Noncore",NA,69,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Delta County",8029,"Noncore",80,685,""
"12/08/2021","01/01/2020","12/04/2021","CO","Denver County",8031,"Large central metro",1004,10706,""
"12/08/2021","01/01/2020","12/04/2021","CO","Douglas County",8035,"Large fringe metro",422,3797,""
"12/08/2021","01/01/2020","12/04/2021","CO","Eagle County",8037,"Micropolitan",17,239,""
"12/08/2021","01/01/2020","12/04/2021","CO","Elbert County",8039,"Large fringe metro",15,204,""
"12/08/2021","01/01/2020","12/04/2021","CO","El Paso County",8041,"Medium metro",1477,11996,""
"12/08/2021","01/01/2020","12/04/2021","CO","Fremont County",8043,"Micropolitan",83,1011,""
"12/08/2021","01/01/2020","12/04/2021","CO","Garfield County",8045,"Micropolitan",71,728,""
"12/08/2021","01/01/2020","12/04/2021","CO","Gilpin County",8047,"Large fringe metro",NA,66,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","CO","Grand County",8049,"Noncore",NA,139,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
