"Date.as.of","Start.Date","End.Date","State","County.name","FIPS.County.Code","Urban.Rural.Code","Deaths.involving.COVID.19","Deaths.from.All.Causes","Footnote"
"12/08/2021","01/01/2020","12/04/2021","MT","Meagher County",30059,"Noncore",NA,30,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","MT","Mineral County",30061,"Noncore",NA,109,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","MT","Missoula County",30063,"Small metro",287,2386,""
"12/08/2021","01/01/2020","12/04/2021","MT","Musselshell County",30065,"Noncore",NA,115,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","MT","Park County",30067,"Noncore",37,351,""
"12/08/2021","01/01/2020","12/04/2021","MT","Phillips County",30071,"Noncore",14,77,""
"12/08/2021","01/01/2020","12/04/2021","MT","Pondera County",30073,"Noncore",NA,94,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","MT","Powder River County",30075,"Noncore",NA,27,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","MT","Powell County",30077,"Noncore",14,138,""
"12/08/2021","01/01/2020","12/04/2021","MT","Prairie County",30079,"Noncore",NA,27,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","MT","Ravalli County",30081,"Noncore",85,913,""
"12/08/2021","01/01/2020","12/04/2021","MT","Richland County",30083,"Noncore",12,177,""
"12/08/2021","01/01/2020","12/04/2021","MT","Roosevelt County",30085,"Noncore",28,237,""
"12/08/2021","01/01/2020","12/04/2021","MT","Rosebud County",30087,"Noncore",NA,129,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","MT","Sanders County",30089,"Noncore",30,287,""
"12/08/2021","01/01/2020","12/04/2021","MT","Sheridan County",30091,"Noncore",NA,71,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","MT","Silver Bow County",30093,"Micropolitan",111,922,""
"12/08/2021","01/01/2020","12/04/2021","MT","Stillwater County",30095,"Noncore",NA,154,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","MT","Sweet Grass County",30097,"Noncore",NA,79,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","MT","Teton County",30099,"Noncore",NA,80,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","MT","Toole County",30101,"Noncore",NA,80,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","MT","Valley County",30105,"Noncore",22,152,""
"12/08/2021","01/01/2020","12/04/2021","MT","Wheatland County",30107,"Noncore",NA,43,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","MT","Wibaux County",30109,"Noncore",NA,39,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","MT","Yellowstone County",30111,"Small metro",827,4768,""
"12/08/2021","01/01/2020","12/04/2021","NC","Alamance County",37001,"Small metro",224,3388,""
"12/08/2021","01/01/2020","12/04/2021","NC","Alexander County",37003,"Medium metro",32,534,""
"12/08/2021","01/01/2020","12/04/2021","NC","Alleghany County",37005,"Noncore",NA,210,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NC","Anson County",37007,"Noncore",33,379,""
"12/08/2021","01/01/2020","12/04/2021","NC","Ashe County",37009,"Noncore",57,556,""
"12/08/2021","01/01/2020","12/04/2021","NC","Avery County",37011,"Noncore",13,311,""
"12/08/2021","01/01/2020","12/04/2021","NC","Beaufort County",37013,"Micropolitan",130,931,""
"12/08/2021","01/01/2020","12/04/2021","NC","Bertie County",37015,"Noncore",18,358,""
"12/08/2021","01/01/2020","12/04/2021","NC","Bladen County",37017,"Noncore",17,545,""
"12/08/2021","01/01/2020","12/04/2021","NC","Brunswick County",37019,"Medium metro",149,2410,""
"12/08/2021","01/01/2020","12/04/2021","NC","Buncombe County",37021,"Medium metro",769,7373,""
"12/08/2021","01/01/2020","12/04/2021","NC","Burke County",37023,"Medium metro",272,1859,""
"12/08/2021","01/01/2020","12/04/2021","NC","Cabarrus County",37025,"Large fringe metro",550,3918,""
"12/08/2021","01/01/2020","12/04/2021","NC","Caldwell County",37027,"Medium metro",205,1671,""
"12/08/2021","01/01/2020","12/04/2021","NC","Camden County",37029,"Micropolitan",NA,96,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NC","Carteret County",37031,"Micropolitan",99,1730,""
"12/08/2021","01/01/2020","12/04/2021","NC","Caswell County",37033,"Noncore",17,334,""
"12/08/2021","01/01/2020","12/04/2021","NC","Catawba County",37035,"Medium metro",610,3985,""
"12/08/2021","01/01/2020","12/04/2021","NC","Chatham County",37037,"Medium metro",90,1538,""
"12/08/2021","01/01/2020","12/04/2021","NC","Cherokee County",37039,"Noncore",69,645,""
"12/08/2021","01/01/2020","12/04/2021","NC","Chowan County",37041,"Noncore",56,369,""
"12/08/2021","01/01/2020","12/04/2021","NC","Clay County",37043,"Noncore",23,208,""
"12/08/2021","01/01/2020","12/04/2021","NC","Cleveland County",37045,"Micropolitan",419,2324,""
"12/08/2021","01/01/2020","12/04/2021","NC","Columbus County",37047,"Noncore",120,1279,""
"12/08/2021","01/01/2020","12/04/2021","NC","Craven County",37049,"Small metro",246,2354,""
"12/08/2021","01/01/2020","12/04/2021","NC","Cumberland County",37051,"Medium metro",643,5843,""
"12/08/2021","01/01/2020","12/04/2021","NC","Currituck County",37053,"Large fringe metro",NA,328,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NC","Dare County",37055,"Micropolitan",13,552,""
"12/08/2021","01/01/2020","12/04/2021","NC","Davidson County",37057,"Medium metro",265,2960,""
"12/08/2021","01/01/2020","12/04/2021","NC","Davie County",37059,"Medium metro",27,524,""
"12/08/2021","01/01/2020","12/04/2021","NC","Duplin County",37061,"Noncore",106,857,""
"12/08/2021","01/01/2020","12/04/2021","NC","Durham County",37063,"Medium metro",581,6771,""
"12/08/2021","01/01/2020","12/04/2021","NC","Edgecombe County",37065,"Small metro",131,1067,""
"12/08/2021","01/01/2020","12/04/2021","NC","Forsyth County",37067,"Medium metro",1281,10740,""
"12/08/2021","01/01/2020","12/04/2021","NC","Franklin County",37069,"Large fringe metro",33,770,""
"12/08/2021","01/01/2020","12/04/2021","NC","Gaston County",37071,"Large fringe metro",666,4902,""
"12/08/2021","01/01/2020","12/04/2021","NC","Gates County",37073,"Large fringe metro",NA,158,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NC","Graham County",37075,"Noncore",NA,133,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NC","Granville County",37077,"Micropolitan",79,888,""
"12/08/2021","01/01/2020","12/04/2021","NC","Greene County",37079,"Noncore",NA,241,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NC","Guilford County",37081,"Medium metro",1346,11653,""
"12/08/2021","01/01/2020","12/04/2021","NC","Halifax County",37083,"Micropolitan",131,1118,""
"12/08/2021","01/01/2020","12/04/2021","NC","Harnett County",37085,"Micropolitan",201,1822,""
"12/08/2021","01/01/2020","12/04/2021","NC","Haywood County",37087,"Medium metro",131,1353,""
"12/08/2021","01/01/2020","12/04/2021","NC","Henderson County",37089,"Medium metro",291,2937,""
"12/08/2021","01/01/2020","12/04/2021","NC","Hertford County",37091,"Noncore",102,562,""
"12/08/2021","01/01/2020","12/04/2021","NC","Hoke County",37093,"Medium metro",48,510,""
"12/08/2021","01/01/2020","12/04/2021","NC","Hyde County",37095,"Noncore",NA,48,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NC","Iredell County",37097,"Large fringe metro",410,3268,""
"12/08/2021","01/01/2020","12/04/2021","NC","Jackson County",37099,"Micropolitan",73,713,""
"12/08/2021","01/01/2020","12/04/2021","NC","Johnston County",37101,"Large fringe metro",232,2822,""
"12/08/2021","01/01/2020","12/04/2021","NC","Jones County",37103,"Small metro",NA,161,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NC","Lee County",37105,"Micropolitan",83,1022,""
"12/08/2021","01/01/2020","12/04/2021","NC","Lenoir County",37107,"Micropolitan",185,1270,""
"12/08/2021","01/01/2020","12/04/2021","NC","Lincoln County",37109,"Large fringe metro",145,1249,""
"12/08/2021","01/01/2020","12/04/2021","NC","McDowell County",37111,"Micropolitan",74,665,""
"12/08/2021","01/01/2020","12/04/2021","NC","Macon County",37113,"Noncore",65,787,""
"12/08/2021","01/01/2020","12/04/2021","NC","Madison County",37115,"Medium metro",32,324,""
"12/08/2021","01/01/2020","12/04/2021","NC","Martin County",37117,"Noncore",28,401,""
"12/08/2021","01/01/2020","12/04/2021","NC","Mecklenburg County",37119,"Large central metro",2051,16409,""
"12/08/2021","01/01/2020","12/04/2021","NC","Mitchell County",37121,"Noncore",55,410,""
"12/08/2021","01/01/2020","12/04/2021","NC","Montgomery County",37123,"Noncore",23,379,""
"12/08/2021","01/01/2020","12/04/2021","NC","Moore County",37125,"Micropolitan",501,3039,""
"12/08/2021","01/01/2020","12/04/2021","NC","Nash County",37127,"Small metro",251,2026,""
"12/08/2021","01/01/2020","12/04/2021","NC","New Hanover County",37129,"Medium metro",571,6055,""
"12/08/2021","01/01/2020","12/04/2021","NC","Northampton County",37131,"Micropolitan",16,321,""
"12/08/2021","01/01/2020","12/04/2021","NC","Onslow County",37133,"Small metro",216,1949,""
"12/08/2021","01/01/2020","12/04/2021","NC","Orange County",37135,"Medium metro",395,2955,""
"12/08/2021","01/01/2020","12/04/2021","NC","Pamlico County",37137,"Small metro",NA,203,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NC","Pasquotank County",37139,"Micropolitan",173,1109,""
"12/08/2021","01/01/2020","12/04/2021","NC","Pender County",37141,"Medium metro",28,689,""
"12/08/2021","01/01/2020","12/04/2021","NC","Perquimans County",37143,"Micropolitan",NA,203,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NC","Person County",37145,"Medium metro",60,657,""
"12/08/2021","01/01/2020","12/04/2021","NC","Pitt County",37147,"Small metro",562,5007,""
"12/08/2021","01/01/2020","12/04/2021","NC","Polk County",37149,"Noncore",36,351,""
"12/08/2021","01/01/2020","12/04/2021","NC","Randolph County",37151,"Medium metro",186,2524,""
"12/08/2021","01/01/2020","12/04/2021","NC","Richmond County",37153,"Micropolitan",123,960,""
"12/08/2021","01/01/2020","12/04/2021","NC","Robeson County",37155,"Micropolitan",287,2599,""
"12/08/2021","01/01/2020","12/04/2021","NC","Rockingham County",37157,"Medium metro",162,2133,""
"12/08/2021","01/01/2020","12/04/2021","NC","Rowan County",37159,"Large fringe metro",458,3161,""
"12/08/2021","01/01/2020","12/04/2021","NC","Rutherford County",37161,"Micropolitan",224,1535,""
"12/08/2021","01/01/2020","12/04/2021","NC","Sampson County",37163,"Noncore",73,835,""
"12/08/2021","01/01/2020","12/04/2021","NC","Scotland County",37165,"Micropolitan",213,1063,""
"12/08/2021","01/01/2020","12/04/2021","NC","Stanly County",37167,"Micropolitan",103,1070,""
"12/08/2021","01/01/2020","12/04/2021","NC","Stokes County",37169,"Medium metro",31,738,""
"12/08/2021","01/01/2020","12/04/2021","NC","Surry County",37171,"Micropolitan",286,1997,""
"12/08/2021","01/01/2020","12/04/2021","NC","Swain County",37173,"Noncore",10,342,""
"12/08/2021","01/01/2020","12/04/2021","NC","Transylvania County",37175,"Micropolitan",36,633,""
"12/08/2021","01/01/2020","12/04/2021","NC","Union County",37179,"Large fringe metro",376,2906,""
"12/08/2021","01/01/2020","12/04/2021","NC","Vance County",37181,"Micropolitan",140,1029,""
"12/08/2021","01/01/2020","12/04/2021","NC","Wake County",37183,"Large central metro",1390,13239,""
"12/08/2021","01/01/2020","12/04/2021","NC","Warren County",37185,"Noncore",NA,293,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NC","Washington County",37187,"Noncore",25,254,""
"12/08/2021","01/01/2020","12/04/2021","NC","Watauga County",37189,"Micropolitan",84,789,""
"12/08/2021","01/01/2020","12/04/2021","NC","Wayne County",37191,"Small metro",369,3004,""
"12/08/2021","01/01/2020","12/04/2021","NC","Wilkes County",37193,"Micropolitan",154,1316,""
"12/08/2021","01/01/2020","12/04/2021","NC","Wilson County",37195,"Micropolitan",228,1666,""
"12/08/2021","01/01/2020","12/04/2021","NC","Yadkin County",37197,"Medium metro",14,634,""
"12/08/2021","01/01/2020","12/04/2021","NC","Yancey County",37199,"Noncore",24,283,""
"12/08/2021","01/01/2020","12/04/2021","ND","Adams County",38001,"Noncore",16,96,""
"12/08/2021","01/01/2020","12/04/2021","ND","Barnes County",38003,"Noncore",30,253,""
"12/08/2021","01/01/2020","12/04/2021","ND","Benson County",38005,"Noncore",NA,80,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","Bottineau County",38009,"Noncore",13,80,""
"12/08/2021","01/01/2020","12/04/2021","ND","Bowman County",38011,"Noncore",NA,46,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","Burleigh County",38015,"Small metro",408,2525,""
"12/08/2021","01/01/2020","12/04/2021","ND","Cass County",38017,"Small metro",751,4544,""
"12/08/2021","01/01/2020","12/04/2021","ND","Cavalier County",38019,"Noncore",NA,70,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","Dickey County",38021,"Noncore",30,134,""
"12/08/2021","01/01/2020","12/04/2021","ND","Dunn County",38025,"Noncore",NA,61,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","Eddy County",38027,"Noncore",NA,69,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","Emmons County",38029,"Noncore",NA,61,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","Foster County",38031,"Noncore",18,87,""
"12/08/2021","01/01/2020","12/04/2021","ND","Grand Forks County",38035,"Small metro",163,1372,""
"12/08/2021","01/01/2020","12/04/2021","ND","Grant County",38037,"Noncore",10,54,""
"12/08/2021","01/01/2020","12/04/2021","ND","Griggs County",38039,"Noncore",NA,49,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","Hettinger County",38041,"Noncore",NA,44,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","Kidder County",38043,"Noncore",NA,16,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","LaMoure County",38045,"Noncore",13,62,""
"12/08/2021","01/01/2020","12/04/2021","ND","Logan County",38047,"Noncore",NA,30,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","McHenry County",38049,"Micropolitan",17,103,""
"12/08/2021","01/01/2020","12/04/2021","ND","McIntosh County",38051,"Noncore",NA,83,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","McKenzie County",38053,"Noncore",NA,114,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","McLean County",38055,"Noncore",32,204,""
"12/08/2021","01/01/2020","12/04/2021","ND","Mercer County",38057,"Noncore",NA,110,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","Morton County",38059,"Small metro",50,528,""
"12/08/2021","01/01/2020","12/04/2021","ND","Mountrail County",38061,"Noncore",NA,114,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","Nelson County",38063,"Noncore",16,96,""
"12/08/2021","01/01/2020","12/04/2021","ND","Pembina County",38067,"Noncore",10,112,""
"12/08/2021","01/01/2020","12/04/2021","ND","Pierce County",38069,"Noncore",29,107,""
"12/08/2021","01/01/2020","12/04/2021","ND","Ramsey County",38071,"Noncore",23,233,""
"12/08/2021","01/01/2020","12/04/2021","ND","Ransom County",38073,"Noncore",18,137,""
"12/08/2021","01/01/2020","12/04/2021","ND","Renville County",38075,"Micropolitan",10,41,""
"12/08/2021","01/01/2020","12/04/2021","ND","Richland County",38077,"Micropolitan",NA,165,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","Rolette County",38079,"Noncore",14,218,""
"12/08/2021","01/01/2020","12/04/2021","ND","Stark County",38089,"Micropolitan",60,438,""
"12/08/2021","01/01/2020","12/04/2021","ND","Stutsman County",38093,"Micropolitan",73,436,""
"12/08/2021","01/01/2020","12/04/2021","ND","Towner County",38095,"Noncore",NA,55,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","Traill County",38097,"Noncore",16,191,""
"12/08/2021","01/01/2020","12/04/2021","ND","Walsh County",38099,"Noncore",20,210,""
"12/08/2021","01/01/2020","12/04/2021","ND","Ward County",38101,"Micropolitan",269,1525,""
"12/08/2021","01/01/2020","12/04/2021","ND","Wells County",38103,"Noncore",NA,99,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","ND","Williams County",38105,"Micropolitan",28,342,""
"12/08/2021","01/01/2020","12/04/2021","NE","Adams County",31001,"Micropolitan",83,682,""
"12/08/2021","01/01/2020","12/04/2021","NE","Antelope County",31003,"Noncore",NA,124,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Boone County",31011,"Noncore",NA,144,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Box Butte County",31013,"Noncore",20,194,""
"12/08/2021","01/01/2020","12/04/2021","NE","Boyd County",31015,"Noncore",NA,49,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Brown County",31017,"Noncore",NA,70,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Buffalo County",31019,"Micropolitan",164,1107,""
"12/08/2021","01/01/2020","12/04/2021","NE","Burt County",31021,"Noncore",NA,100,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Butler County",31023,"Noncore",NA,150,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Cass County",31025,"Medium metro",12,307,""
"12/08/2021","01/01/2020","12/04/2021","NE","Cedar County",31027,"Noncore",22,137,""
"12/08/2021","01/01/2020","12/04/2021","NE","Chase County",31029,"Noncore",NA,91,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Cherry County",31031,"Noncore",NA,101,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Cheyenne County",31033,"Noncore",21,191,""
"12/08/2021","01/01/2020","12/04/2021","NE","Clay County",31035,"Noncore",11,95,""
"12/08/2021","01/01/2020","12/04/2021","NE","Colfax County",31037,"Noncore",NA,75,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Cuming County",31039,"Noncore",17,187,""
"12/08/2021","01/01/2020","12/04/2021","NE","Custer County",31041,"Noncore",NA,199,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Dakota County",31043,"Small metro",25,205,""
"12/08/2021","01/01/2020","12/04/2021","NE","Dawes County",31045,"Noncore",23,193,""
"12/08/2021","01/01/2020","12/04/2021","NE","Dawson County",31047,"Micropolitan",40,394,""
"12/08/2021","01/01/2020","12/04/2021","NE","Deuel County",31049,"Noncore",NA,22,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Dixon County",31051,"Small metro",NA,84,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Dodge County",31053,"Micropolitan",96,845,""
"12/08/2021","01/01/2020","12/04/2021","NE","Douglas County",31055,"Medium metro",1284,11313,""
"12/08/2021","01/01/2020","12/04/2021","NE","Dundy County",31057,"Noncore",NA,40,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Fillmore County",31059,"Noncore",13,134,""
"12/08/2021","01/01/2020","12/04/2021","NE","Frontier County",31063,"Noncore",NA,18,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Furnas County",31065,"Noncore",NA,111,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Gage County",31067,"Micropolitan",29,467,""
"12/08/2021","01/01/2020","12/04/2021","NE","Garden County",31069,"Noncore",NA,56,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Garfield County",31071,"Noncore",NA,71,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Gosper County",31073,"Micropolitan",NA,52,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Greeley County",31077,"Noncore",NA,33,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Hall County",31079,"Small metro",173,1226,""
"12/08/2021","01/01/2020","12/04/2021","NE","Hamilton County",31081,"Small metro",22,166,""
"12/08/2021","01/01/2020","12/04/2021","NE","Harlan County",31083,"Noncore",NA,72,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Hitchcock County",31087,"Noncore",NA,57,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Holt County",31089,"Noncore",11,195,""
"12/08/2021","01/01/2020","12/04/2021","NE","Howard County",31093,"Small metro",13,139,""
"12/08/2021","01/01/2020","12/04/2021","NE","Jefferson County",31095,"Noncore",NA,192,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Johnson County",31097,"Noncore",10,71,""
"12/08/2021","01/01/2020","12/04/2021","NE","Kearney County",31099,"Micropolitan",NA,84,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Keith County",31101,"Noncore",14,151,""
"12/08/2021","01/01/2020","12/04/2021","NE","Keya Paha County",31103,"Noncore",NA,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Kimball County",31105,"Noncore",NA,88,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Knox County",31107,"Noncore",11,168,""
"12/08/2021","01/01/2020","12/04/2021","NE","Lancaster County",31109,"Medium metro",607,6018,""
"12/08/2021","01/01/2020","12/04/2021","NE","Lincoln County",31111,"Micropolitan",124,916,""
"12/08/2021","01/01/2020","12/04/2021","NE","Madison County",31119,"Micropolitan",100,787,""
"12/08/2021","01/01/2020","12/04/2021","NE","Merrick County",31121,"Small metro",NA,131,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Morrill County",31123,"Noncore",19,139,""
"12/08/2021","01/01/2020","12/04/2021","NE","Nance County",31125,"Noncore",NA,115,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Nemaha County",31127,"Noncore",19,143,""
"12/08/2021","01/01/2020","12/04/2021","NE","Nuckolls County",31129,"Noncore",16,111,""
"12/08/2021","01/01/2020","12/04/2021","NE","Otoe County",31131,"Noncore",11,265,""
"12/08/2021","01/01/2020","12/04/2021","NE","Pawnee County",31133,"Noncore",NA,73,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Perkins County",31135,"Noncore",14,85,""
"12/08/2021","01/01/2020","12/04/2021","NE","Phelps County",31137,"Noncore",17,226,""
"12/08/2021","01/01/2020","12/04/2021","NE","Pierce County",31139,"Micropolitan",15,123,""
"12/08/2021","01/01/2020","12/04/2021","NE","Platte County",31141,"Micropolitan",55,507,""
"12/08/2021","01/01/2020","12/04/2021","NE","Polk County",31143,"Noncore",19,133,""
"12/08/2021","01/01/2020","12/04/2021","NE","Red Willow County",31145,"Noncore",19,242,""
"12/08/2021","01/01/2020","12/04/2021","NE","Richardson County",31147,"Noncore",15,212,""
"12/08/2021","01/01/2020","12/04/2021","NE","Rock County",31149,"Noncore",NA,40,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Saline County",31151,"Noncore",NA,178,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"12/08/2021","01/01/2020","12/04/2021","NE","Sarpy County",31153,"Medium metro",109,1767,""
"12/08/2021","01/01/2020","12/04/2021","NE","Saunders County",31155,"Medium metro",16,364,""
